RaceYear,RaceName,Driver,strategy_sequence,n_stints,starting_compound,final_compound,first_stint_laps,total_laps_in_stints
2024,Australian Grand Prix,NOR,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,14,58
2024,Australian Grand Prix,OCO,MEDIUM -> HARD -> HARD -> HARD,4,MEDIUM,HARD,9,57
2024,Australian Grand Prix,PER,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,14,58
2024,Australian Grand Prix,PIA,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,58
2024,Australian Grand Prix,RIC,SOFT -> HARD -> HARD,3,SOFT,HARD,5,57
2024,Australian Grand Prix,RUS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,8,57
2024,Australian Grand Prix,SAI,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,16,58
2024,Australian Grand Prix,STR,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,8,58
2024,Australian Grand Prix,TSU,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,58
2024,Australian Grand Prix,VER,MEDIUM,1,MEDIUM,MEDIUM,4,4
2024,Australian Grand Prix,ZHO,SOFT -> HARD -> HARD,3,SOFT,HARD,6,57
2024,Austrian Grand Prix,ALB,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,12,70
2024,Austrian Grand Prix,ALO,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,11,70
2024,Austrian Grand Prix,BOT,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,19,70
2024,Austrian Grand Prix,GAS,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,20,71
2024,Austrian Grand Prix,HAM,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,21,71
2024,Austrian Grand Prix,HUL,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,11,71
2024,Austrian Grand Prix,LEC,MEDIUM -> HARD -> MEDIUM -> MEDIUM -> MEDIUM,5,MEDIUM,MEDIUM,1,71
2024,Austrian Grand Prix,MAG,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,10,71
2024,Austrian Grand Prix,NOR,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,23,64
2024,Austrian Grand Prix,OCO,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,19,71
2024,Austrian Grand Prix,PER,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,21,71
2024,Austrian Grand Prix,PIA,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,25,71
2024,Austrian Grand Prix,RIC,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,10,71
2024,Austrian Grand Prix,RUS,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,22,71
2024,Austrian Grand Prix,SAI,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,22,71
2024,Austrian Grand Prix,SAR,MEDIUM -> MEDIUM -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,1,69
2024,Austrian Grand Prix,STR,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,20,70
2024,Austrian Grand Prix,TSU,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,21,70
2024,Austrian Grand Prix,VER,MEDIUM -> HARD -> MEDIUM -> SOFT,4,MEDIUM,SOFT,23,71
2024,Austrian Grand Prix,ZHO,HARD -> MEDIUM -> HARD,3,HARD,HARD,28,70
2024,Azerbaijan Grand Prix,ALB,HARD -> MEDIUM,2,HARD,MEDIUM,31,51
2024,Azerbaijan Grand Prix,ALO,MEDIUM -> HARD,2,MEDIUM,HARD,11,51
2024,Azerbaijan Grand Prix,BEA,MEDIUM -> HARD,2,MEDIUM,HARD,14,51
2024,Azerbaijan Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,11,50
2024,Azerbaijan Grand Prix,COL,MEDIUM -> HARD,2,MEDIUM,HARD,10,51
2024,Azerbaijan Grand Prix,GAS,HARD -> SOFT,2,HARD,SOFT,50,51
2024,Azerbaijan Grand Prix,HAM,MEDIUM -> HARD,2,MEDIUM,HARD,12,51
2024,Azerbaijan Grand Prix,HUL,MEDIUM -> HARD,2,MEDIUM,HARD,15,51
2024,Azerbaijan Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,16,51
2024,Azerbaijan Grand Prix,NOR,HARD -> MEDIUM,2,HARD,MEDIUM,37,51
2024,Azerbaijan Grand Prix,OCO,HARD -> SOFT,2,HARD,SOFT,49,50
2024,Azerbaijan Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,13,50
2024,Azerbaijan Grand Prix,PIA,MEDIUM -> HARD,2,MEDIUM,HARD,15,51
2024,Azerbaijan Grand Prix,RIC,HARD -> SOFT,2,HARD,SOFT,49,51
2024,Azerbaijan Grand Prix,RUS,MEDIUM -> HARD,2,MEDIUM,HARD,12,51
2024,Azerbaijan Grand Prix,SAI,MEDIUM -> HARD,2,MEDIUM,HARD,17,50
2024,Azerbaijan Grand Prix,STR,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,1,45
2024,Azerbaijan Grand Prix,TSU,MEDIUM -> HARD,2,MEDIUM,HARD,12,14
2024,Azerbaijan Grand Prix,VER,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,12,51
2024,Azerbaijan Grand Prix,ZHO,HARD -> MEDIUM,2,HARD,MEDIUM,34,51
2024,Bahrain Grand Prix,ALB,SOFT -> HARD -> HARD,3,SOFT,HARD,15,56
2024,Bahrain Grand Prix,ALO,SOFT -> HARD -> HARD,3,SOFT,HARD,15,57
2024,Bahrain Grand Prix,BOT,SOFT -> HARD -> HARD,3,SOFT,HARD,12,56
2024,Bahrain Grand Prix,GAS,SOFT -> HARD -> HARD -> SOFT,4,SOFT,SOFT,12,56
2024,Bahrain Grand Prix,HAM,SOFT -> HARD -> HARD,3,SOFT,HARD,12,57
2024,Bahrain Grand Prix,HUL,SOFT -> HARD -> HARD -> SOFT,4,SOFT,SOFT,1,56
2024,Bahrain Grand Prix,LEC,SOFT -> HARD -> HARD,3,SOFT,HARD,11,57
2024,Bahrain Grand Prix,MAG,SOFT -> HARD -> HARD,3,SOFT,HARD,11,56
2024,Bahrain Grand Prix,NOR,SOFT -> HARD -> HARD,3,SOFT,HARD,13,57
2024,Bahrain Grand Prix,OCO,SOFT -> HARD -> HARD,3,SOFT,HARD,10,56
2024,Bahrain Grand Prix,PER,SOFT -> HARD -> SOFT,3,SOFT,SOFT,12,57
2024,Bahrain Grand Prix,PIA,SOFT -> HARD -> HARD,3,SOFT,HARD,12,57
2024,Bahrain Grand Prix,RIC,SOFT -> HARD -> SOFT,3,SOFT,SOFT,13,56
2024,Bahrain Grand Prix,RUS,SOFT -> HARD -> HARD,3,SOFT,HARD,11,57
2024,Bahrain Grand Prix,SAI,SOFT -> HARD -> HARD,3,SOFT,HARD,14,57
2024,Bahrain Grand Prix,SAR,SOFT -> HARD -> HARD -> SOFT,4,SOFT,SOFT,10,55
2024,Bahrain Grand Prix,STR,SOFT -> HARD -> HARD,3,SOFT,HARD,9,57
2024,Bahrain Grand Prix,TSU,SOFT -> HARD -> HARD,3,SOFT,HARD,14,56
2024,Bahrain Grand Prix,VER,SOFT -> HARD -> SOFT,3,SOFT,SOFT,17,57
2024,Bahrain Grand Prix,ZHO,SOFT -> HARD -> HARD,3,SOFT,HARD,9,56
2024,Belgian Grand Prix,ALB,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,8,44
2024,Belgian Grand Prix,ALO,MEDIUM -> MEDIUM,2,MEDIUM,MEDIUM,13,44
2024,Belgian Grand Prix,BOT,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,11,44
2024,Belgian Grand Prix,GAS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,44
2024,Belgian Grand Prix,HAM,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,11,44
2024,Belgian Grand Prix,HUL,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,7,44
2024,Belgian Grand Prix,LEC,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,12,44
2024,Belgian Grand Prix,MAG,MEDIUM -> HARD,2,MEDIUM,HARD,17,44
2024,Belgian Grand Prix,NOR,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,15,44
2024,Belgian Grand Prix,OCO,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,12,44
2024,Belgian Grand Prix,PER,MEDIUM -> MEDIUM -> HARD -> SOFT,4,MEDIUM,SOFT,11,44
2024,Belgian Grand Prix,PIA,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,11,44
2024,Belgian Grand Prix,RIC,SOFT -> MEDIUM -> SOFT,3,SOFT,SOFT,8,44
2024,Belgian Grand Prix,RUS,MEDIUM -> HARD,2,MEDIUM,HARD,10,44
2024,Belgian Grand Prix,SAI,HARD -> MEDIUM -> HARD,3,HARD,HARD,20,44
2024,Belgian Grand Prix,SAR,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,8,44
2024,Belgian Grand Prix,STR,MEDIUM -> MEDIUM,2,MEDIUM,MEDIUM,12,44
2024,Belgian Grand Prix,TSU,MEDIUM -> SOFT,2,MEDIUM,SOFT,15,44
2024,Belgian Grand Prix,VER,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,10,44
2024,Belgian Grand Prix,ZHO,HARD,1,HARD,HARD,5,5
2024,British Grand Prix,ALB,MEDIUM -> INTERMEDIATE -> MEDIUM,3,MEDIUM,MEDIUM,27,52
2024,British Grand Prix,ALO,MEDIUM -> INTERMEDIATE -> MEDIUM,3,MEDIUM,MEDIUM,27,52
2024,British Grand Prix,BOT,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,26,51
2024,British Grand Prix,HAM,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,27,52
2024,British Grand Prix,HUL,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,26,52
2024,British Grand Prix,LEC,MEDIUM -> INTERMEDIATE -> INTERMEDIATE -> SOFT,4,MEDIUM,SOFT,19,51
2024,British Grand Prix,MAG,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,27,52
2024,British Grand Prix,NOR,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,27,52
2024,British Grand Prix,OCO,SOFT -> INTERMEDIATE -> MEDIUM -> INTERMEDIATE -> MEDIUM,5,SOFT,MEDIUM,19,50
2024,British Grand Prix,PER,HARD -> INTERMEDIATE -> INTERMEDIATE -> MEDIUM -> SOFT,5,HARD,SOFT,19,50
2024,British Grand Prix,PIA,MEDIUM -> INTERMEDIATE -> MEDIUM,3,MEDIUM,MEDIUM,28,52
2024,British Grand Prix,RIC,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,26,51
2024,British Grand Prix,RUS,MEDIUM -> INTERMEDIATE,2,MEDIUM,INTERMEDIATE,27,33
2024,British Grand Prix,SAI,MEDIUM -> INTERMEDIATE -> HARD -> SOFT,4,MEDIUM,SOFT,26,52
2024,British Grand Prix,SAR,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,27,52
2024,British Grand Prix,STR,MEDIUM -> INTERMEDIATE -> MEDIUM,3,MEDIUM,MEDIUM,26,52
2024,British Grand Prix,TSU,MEDIUM -> INTERMEDIATE -> SOFT,3,MEDIUM,SOFT,27,52
2024,British Grand Prix,VER,MEDIUM -> INTERMEDIATE -> HARD,3,MEDIUM,HARD,26,52
2024,British Grand Prix,ZHO,SOFT -> MEDIUM -> INTERMEDIATE -> INTERMEDIATE -> SOFT,5,SOFT,SOFT,12,50
2024,Canadian Grand Prix,ALB,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,25,53
2024,Canadian Grand Prix,ALO,INTERMEDIATE -> INTERMEDIATE -> HARD,3,INTERMEDIATE,HARD,25,70
2024,Canadian Grand Prix,BOT,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,42,70
2024,Canadian Grand Prix,GAS,INTERMEDIATE -> INTERMEDIATE -> HARD,3,INTERMEDIATE,HARD,25,70
2024,Canadian Grand Prix,HAM,INTERMEDIATE -> INTERMEDIATE -> MEDIUM -> HARD,4,INTERMEDIATE,HARD,25,70
2024,Canadian Grand Prix,HUL,WET -> INTERMEDIATE -> INTERMEDIATE -> MEDIUM,4,WET,MEDIUM,12,70
2024,Canadian Grand Prix,LEC,INTERMEDIATE -> INTERMEDIATE -> HARD -> INTERMEDIATE,4,INTERMEDIATE,INTERMEDIATE,25,41
2024,Canadian Grand Prix,MAG,WET -> INTERMEDIATE -> INTERMEDIATE -> MEDIUM -> MEDIUM,5,WET,MEDIUM,7,70
2024,Canadian Grand Prix,NOR,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,26,70
2024,Canadian Grand Prix,OCO,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,44,70
2024,Canadian Grand Prix,PER,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,25,52
2024,Canadian Grand Prix,PIA,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,25,70
2024,Canadian Grand Prix,RIC,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,26,70
2024,Canadian Grand Prix,RUS,INTERMEDIATE -> INTERMEDIATE -> HARD -> MEDIUM,4,INTERMEDIATE,MEDIUM,25,70
2024,Canadian Grand Prix,SAI,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,25,53
2024,Canadian Grand Prix,SAR,INTERMEDIATE,1,INTERMEDIATE,INTERMEDIATE,24,24
2024,Canadian Grand Prix,STR,INTERMEDIATE -> INTERMEDIATE -> HARD,3,INTERMEDIATE,HARD,25,70
2024,Canadian Grand Prix,TSU,INTERMEDIATE -> MEDIUM,2,INTERMEDIATE,MEDIUM,44,70
2024,Canadian Grand Prix,VER,INTERMEDIATE -> INTERMEDIATE -> MEDIUM,3,INTERMEDIATE,MEDIUM,25,70
2024,Canadian Grand Prix,ZHO,INTERMEDIATE -> INTERMEDIATE -> MEDIUM -> MEDIUM,4,INTERMEDIATE,MEDIUM,24,69
2024,Chinese Grand Prix,ALB,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,9,56
2024,Chinese Grand Prix,ALO,MEDIUM -> HARD -> SOFT -> MEDIUM,4,MEDIUM,MEDIUM,11,56
2024,Chinese Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,9,20
2024,Chinese Grand Prix,GAS,MEDIUM -> HARD -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,11,56
2024,Chinese Grand Prix,HAM,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,9,56
2024,Chinese Grand Prix,HUL,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,8,56
2024,Chinese Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,21,56
2024,Chinese Grand Prix,MAG,HARD -> HARD -> MEDIUM,3,HARD,MEDIUM,17,56
2024,Chinese Grand Prix,NOR,MEDIUM -> HARD,2,MEDIUM,HARD,22,56
2024,Chinese Grand Prix,OCO,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,9,56
2024,Chinese Grand Prix,PER,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,13,56
2024,Chinese Grand Prix,PIA,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,16,56
2024,Chinese Grand Prix,RIC,MEDIUM -> MEDIUM,2,MEDIUM,MEDIUM,14,33
2024,Chinese Grand Prix,RUS,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,11,56
2024,Chinese Grand Prix,SAI,MEDIUM -> HARD,2,MEDIUM,HARD,17,56
2024,Chinese Grand Prix,SAR,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,12,56
2024,Chinese Grand Prix,STR,SOFT -> MEDIUM -> HARD -> MEDIUM -> HARD,5,SOFT,HARD,9,56
2024,Chinese Grand Prix,TSU,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,8,27
2024,Chinese Grand Prix,VER,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,13,56
2024,Chinese Grand Prix,ZHO,MEDIUM -> HARD -> HARD -> SOFT,4,MEDIUM,SOFT,8,56
2024,Dutch Grand Prix,ALB,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,12,71
2024,Dutch Grand Prix,ALO,MEDIUM -> HARD,2,MEDIUM,HARD,31,71
2024,Dutch Grand Prix,BOT,SOFT -> HARD -> MEDIUM,3,SOFT,MEDIUM,15,70
2024,Dutch Grand Prix,GAS,MEDIUM -> HARD,2,MEDIUM,HARD,32,71
2024,Dutch Grand Prix,HAM,SOFT -> HARD -> SOFT,3,SOFT,SOFT,23,72
2024,Dutch Grand Prix,HUL,MEDIUM -> HARD,2,MEDIUM,HARD,14,71
2024,Dutch Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,24,72
2024,Dutch Grand Prix,MAG,HARD -> MEDIUM,2,HARD,MEDIUM,40,71
2024,Dutch Grand Prix,NOR,MEDIUM -> HARD,2,MEDIUM,HARD,28,72
2024,Dutch Grand Prix,OCO,MEDIUM -> HARD,2,MEDIUM,HARD,30,71
2024,Dutch Grand Prix,PER,MEDIUM -> HARD,2,MEDIUM,HARD,29,72
2024,Dutch Grand Prix,PIA,MEDIUM -> HARD,2,MEDIUM,HARD,33,72
2024,Dutch Grand Prix,RIC,MEDIUM -> HARD,2,MEDIUM,HARD,29,71
2024,Dutch Grand Prix,RUS,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,25,72
2024,Dutch Grand Prix,SAI,MEDIUM -> HARD,2,MEDIUM,HARD,30,72
2024,Dutch Grand Prix,SAR,MEDIUM -> HARD,2,MEDIUM,HARD,22,71
2024,Dutch Grand Prix,STR,MEDIUM -> HARD,2,MEDIUM,HARD,30,71
2024,Dutch Grand Prix,TSU,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,14,71
2024,Dutch Grand Prix,VER,MEDIUM -> HARD,2,MEDIUM,HARD,27,72
2024,Dutch Grand Prix,ZHO,MEDIUM -> HARD -> SOFT,3,MEDIUM,SOFT,18,70
2024,Emilia Romagna Grand Prix,ALB,MEDIUM -> HARD -> MEDIUM -> MEDIUM -> MEDIUM,5,MEDIUM,MEDIUM,8,51
2024,Emilia Romagna Grand Prix,ALO,SOFT -> HARD -> MEDIUM -> SOFT,4,SOFT,SOFT,7,62
2024,Emilia Romagna Grand Prix,BOT,MEDIUM -> HARD,2,MEDIUM,HARD,8,62
2024,Emilia Romagna Grand Prix,GAS,SOFT -> HARD -> MEDIUM,3,SOFT,MEDIUM,8,62
2024,Emilia Romagna Grand Prix,HAM,MEDIUM -> HARD,2,MEDIUM,HARD,27,63
2024,Emilia Romagna Grand Prix,HUL,MEDIUM -> HARD,2,MEDIUM,HARD,13,62
2024,Emilia Romagna Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,25,63
2024,Emilia Romagna Grand Prix,MAG,MEDIUM -> HARD,2,MEDIUM,HARD,37,62
2024,Emilia Romagna Grand Prix,NOR,MEDIUM -> HARD,2,MEDIUM,HARD,22,63
2024,Emilia Romagna Grand Prix,OCO,MEDIUM -> HARD,2,MEDIUM,HARD,25,62
2024,Emilia Romagna Grand Prix,PER,HARD -> MEDIUM,2,HARD,MEDIUM,37,63
2024,Emilia Romagna Grand Prix,PIA,MEDIUM -> HARD,2,MEDIUM,HARD,23,63
2024,Emilia Romagna Grand Prix,RIC,MEDIUM -> HARD,2,MEDIUM,HARD,11,62
2024,Emilia Romagna Grand Prix,RUS,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,21,63
2024,Emilia Romagna Grand Prix,SAI,MEDIUM -> HARD,2,MEDIUM,HARD,27,63
2024,Emilia Romagna Grand Prix,SAR,HARD -> MEDIUM,2,HARD,MEDIUM,31,62
2024,Emilia Romagna Grand Prix,STR,MEDIUM -> HARD,2,MEDIUM,HARD,37,63
2024,Emilia Romagna Grand Prix,TSU,MEDIUM -> HARD,2,MEDIUM,HARD,12,62
2024,Emilia Romagna Grand Prix,VER,MEDIUM -> HARD,2,MEDIUM,HARD,24,63
2024,Emilia Romagna Grand Prix,ZHO,HARD -> MEDIUM,2,HARD,MEDIUM,33,62
2024,Hungarian Grand Prix,ALB,SOFT -> HARD -> HARD,3,SOFT,HARD,6,69
2024,Hungarian Grand Prix,ALO,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,7,70
2024,Hungarian Grand Prix,BOT,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,16,69
2024,Hungarian Grand Prix,GAS,HARD -> MEDIUM,2,HARD,MEDIUM,28,33
2024,Hungarian Grand Prix,HAM,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,16,70
2024,Hungarian Grand Prix,HUL,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,2,69
2024,Hungarian Grand Prix,LEC,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,23,70
2024,Hungarian Grand Prix,MAG,SOFT -> HARD -> HARD,3,SOFT,HARD,6,69
2024,Hungarian Grand Prix,NOR,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,17,70
2024,Hungarian Grand Prix,OCO,MEDIUM -> HARD -> HARD -> SOFT,4,MEDIUM,SOFT,6,69
2024,Hungarian Grand Prix,PER,HARD -> MEDIUM -> MEDIUM,3,HARD,MEDIUM,28,70
2024,Hungarian Grand Prix,PIA,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,18,70
2024,Hungarian Grand Prix,RIC,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,7,69
2024,Hungarian Grand Prix,RUS,HARD -> MEDIUM -> HARD,3,HARD,HARD,33,70
2024,Hungarian Grand Prix,SAI,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,21,70
2024,Hungarian Grand Prix,SAR,MEDIUM -> HARD -> HARD -> SOFT,4,MEDIUM,SOFT,8,69
2024,Hungarian Grand Prix,STR,SOFT -> MEDIUM -> HARD,3,SOFT,HARD,14,70
2024,Hungarian Grand Prix,TSU,MEDIUM -> HARD,2,MEDIUM,HARD,29,70
2024,Hungarian Grand Prix,VER,MEDIUM -> HARD -> MEDIUM,3,MEDIUM,MEDIUM,21,70
2024,Hungarian Grand Prix,ZHO,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,7,69
2024,Italian Grand Prix,ALB,MEDIUM -> HARD,2,MEDIUM,HARD,17,53
2024,Italian Grand Prix,ALO,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,12,53
2024,Italian Grand Prix,BOT,HARD -> MEDIUM,2,HARD,MEDIUM,33,52
2024,Italian Grand Prix,COL,MEDIUM -> HARD,2,MEDIUM,HARD,16,53
2024,Italian Grand Prix,GAS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,10,52
2024,Italian Grand Prix,HAM,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,15,53
2024,Italian Grand Prix,HUL,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,5,52
2024,Italian Grand Prix,LEC,MEDIUM -> HARD,2,MEDIUM,HARD,15,53
2024,Italian Grand Prix,MAG,MEDIUM -> HARD,2,MEDIUM,HARD,14,53
2024,Italian Grand Prix,NOR,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,14,53
2024,Italian Grand Prix,OCO,HARD -> MEDIUM,2,HARD,MEDIUM,31,52
2024,Italian Grand Prix,PER,HARD -> HARD -> MEDIUM,3,HARD,MEDIUM,23,53
2024,Italian Grand Prix,PIA,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,16,53
2024,Italian Grand Prix,RIC,MEDIUM -> HARD,2,MEDIUM,HARD,11,53
2024,Italian Grand Prix,RUS,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,11,53
2024,Italian Grand Prix,SAI,MEDIUM -> HARD,2,MEDIUM,HARD,19,53
2024,Italian Grand Prix,STR,HARD -> HARD -> MEDIUM -> SOFT,4,HARD,SOFT,19,52
2024,Italian Grand Prix,TSU,HARD,1,HARD,HARD,7,7
2024,Italian Grand Prix,VER,HARD -> HARD -> MEDIUM,3,HARD,MEDIUM,22,53
2024,Italian Grand Prix,ZHO,MEDIUM -> HARD,2,MEDIUM,HARD,15,52
2024,Japanese Grand Prix,ALB,SOFT,1,SOFT,SOFT,1,1
2024,Japanese Grand Prix,ALO,SOFT -> SOFT -> MEDIUM -> HARD,4,SOFT,HARD,1,53
2024,Japanese Grand Prix,BOT,SOFT -> SOFT -> HARD -> HARD,4,SOFT,HARD,1,52
2024,Japanese Grand Prix,GAS,SOFT -> HARD -> MEDIUM -> HARD,4,SOFT,HARD,1,52
2024,Japanese Grand Prix,HAM,MEDIUM -> HARD -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,1,53
2024,Japanese Grand Prix,HUL,SOFT -> SOFT -> HARD -> HARD,4,SOFT,HARD,1,52
2024,Japanese Grand Prix,LEC,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,1,53
2024,Japanese Grand Prix,MAG,MEDIUM -> MEDIUM -> HARD,3,MEDIUM,HARD,1,52
2024,Japanese Grand Prix,NOR,MEDIUM -> MEDIUM -> HARD -> HARD,4,MEDIUM,HARD,1,53
2024,Japanese Grand Prix,OCO,SOFT -> HARD -> HARD -> MEDIUM,4,SOFT,MEDIUM,1,52
2024,Japanese Grand Prix,PER,MEDIUM -> MEDIUM -> MEDIUM -> HARD,4,MEDIUM,HARD,1,53
2024,Japanese Grand Prix,PIA,MEDIUM -> MEDIUM -> HARD -> HARD,4,MEDIUM,HARD,1,53
2024,Japanese Grand Prix,RIC,MEDIUM,1,MEDIUM,MEDIUM,1,1
2024,Japanese Grand Prix,RUS,MEDIUM -> HARD -> HARD -> MEDIUM,4,MEDIUM,MEDIUM,1,53
2024,Japanese Grand Prix,SAI,MEDIUM -> MEDIUM -> MEDIUM -> HARD,4,MEDIUM,HARD,1,53
2024,Japanese Grand Prix,SAR,SOFT -> HARD -> HARD -> MEDIUM -> SOFT,5,SOFT,SOFT,1,52
2024,Japanese Grand Prix,STR,SOFT -> SOFT -> MEDIUM -> HARD -> SOFT,5,SOFT,SOFT,1,52
2024,Japanese Grand Prix,TSU,MEDIUM -> SOFT -> HARD -> HARD,4,MEDIUM,HARD,1,52
2024,Japanese Grand Prix,VER,MEDIUM -> MEDIUM -> MEDIUM -> HARD,4,MEDIUM,HARD,1,53
2024,Japanese Grand Prix,ZHO,MEDIUM -> SOFT -> HARD -> HARD,4,MEDIUM,HARD,1,12
2024,Las Vegas Grand Prix,ALB,MEDIUM -> HARD,2,MEDIUM,HARD,9,25
2024,Las Vegas Grand Prix,ALO,SOFT -> HARD -> HARD,3,SOFT,HARD,4,50
2024,Las Vegas Grand Prix,BOT,HARD -> MEDIUM -> HARD,3,HARD,HARD,17,49
2024,Las Vegas Grand Prix,COL,HARD -> MEDIUM -> HARD,3,HARD,HARD,16,50
2024,Las Vegas Grand Prix,GAS,MEDIUM -> HARD,2,MEDIUM,HARD,10,15
2024,Las Vegas Grand Prix,HAM,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,13,50
2024,Las Vegas Grand Prix,HUL,MEDIUM -> HARD -> HARD,3,MEDIUM,HARD,14,50
