RaceYear,RaceName,Driver,Stint,Compound,stint_laps,first_lap,last_lap
2024,Monaco Grand Prix,RUS,2,MEDIUM,77,2,78
2024,Monaco Grand Prix,SAI,1,MEDIUM,1,1,1
2024,Monaco Grand Prix,SAI,2,HARD,77,2,78
2024,Monaco Grand Prix,SAR,1,HARD,1,1,1
2024,Monaco Grand Prix,SAR,2,HARD,56,2,57
2024,Monaco Grand Prix,SAR,3,MEDIUM,19,58,76
2024,Monaco Grand Prix,STR,1,HARD,1,1,1
2024,Monaco Grand Prix,STR,2,MEDIUM,41,2,42
2024,Monaco Grand Prix,STR,3,HARD,6,43,48
2024,Monaco Grand Prix,STR,4,SOFT,28,49,76
2024,Monaco Grand Prix,TSU,1,MEDIUM,1,1,1
2024,Monaco Grand Prix,TSU,2,HARD,76,2,77
2024,Monaco Grand Prix,VER,1,HARD,1,1,1
2024,Monaco Grand Prix,VER,2,MEDIUM,51,2,52
2024,Monaco Grand Prix,VER,3,HARD,26,53,78
2024,Monaco Grand Prix,ZHO,1,MEDIUM,1,1,1
2024,Monaco Grand Prix,ZHO,2,HARD,69,2,70
2024,Monaco Grand Prix,ZHO,3,SOFT,6,71,76
2024,Qatar Grand Prix,ALB,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,ALB,2,SOFT,1,36,36
2024,Qatar Grand Prix,ALB,3,SOFT,1,37,37
2024,Qatar Grand Prix,ALB,4,SOFT,18,38,55
2024,Qatar Grand Prix,ALB,5,SOFT,1,56,56
2024,Qatar Grand Prix,ALO,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,ALO,2,HARD,1,36,36
2024,Qatar Grand Prix,ALO,3,MEDIUM,1,37,37
2024,Qatar Grand Prix,ALO,4,MEDIUM,20,38,57
2024,Qatar Grand Prix,BOT,1,MEDIUM,24,1,24
2024,Qatar Grand Prix,BOT,2,HARD,11,25,35
2024,Qatar Grand Prix,BOT,3,MEDIUM,1,36,36
2024,Qatar Grand Prix,BOT,4,MEDIUM,21,37,57
2024,Qatar Grand Prix,COL,1,MEDIUM,1,1,1
2024,Qatar Grand Prix,GAS,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,GAS,2,HARD,1,36,36
2024,Qatar Grand Prix,GAS,3,HARD,1,37,37
2024,Qatar Grand Prix,GAS,4,HARD,20,38,57
2024,Qatar Grand Prix,HAM,1,MEDIUM,34,1,34
2024,Qatar Grand Prix,HAM,2,HARD,1,35,35
2024,Qatar Grand Prix,HAM,3,HARD,1,36,36
2024,Qatar Grand Prix,HAM,4,HARD,11,37,47
2024,Qatar Grand Prix,HAM,5,HARD,10,48,57
2024,Qatar Grand Prix,HUL,1,HARD,1,1,1
2024,Qatar Grand Prix,HUL,2,HARD,30,2,31
2024,Qatar Grand Prix,HUL,3,MEDIUM,5,32,36
2024,Qatar Grand Prix,HUL,4,MEDIUM,1,37,37
2024,Qatar Grand Prix,HUL,5,MEDIUM,3,38,40
2024,Qatar Grand Prix,LAW,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,LAW,2,HARD,1,36,36
2024,Qatar Grand Prix,LAW,3,HARD,1,37,37
2024,Qatar Grand Prix,LAW,4,HARD,3,38,40
2024,Qatar Grand Prix,LAW,5,SOFT,17,41,57
2024,Qatar Grand Prix,LEC,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,LEC,2,HARD,1,36,36
2024,Qatar Grand Prix,LEC,3,HARD,1,37,37
2024,Qatar Grand Prix,LEC,4,HARD,20,38,57
2024,Qatar Grand Prix,MAG,1,MEDIUM,27,1,27
2024,Qatar Grand Prix,MAG,2,HARD,9,28,36
2024,Qatar Grand Prix,MAG,3,HARD,1,37,37
2024,Qatar Grand Prix,MAG,4,HARD,20,38,57
2024,Qatar Grand Prix,NOR,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,NOR,2,HARD,1,36,36
2024,Qatar Grand Prix,NOR,3,HARD,1,37,37
2024,Qatar Grand Prix,NOR,4,HARD,8,38,45
2024,Qatar Grand Prix,NOR,5,HARD,12,46,57
2024,Qatar Grand Prix,OCO,1,MEDIUM,1,1,1
2024,Qatar Grand Prix,PER,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,PER,2,HARD,1,36,36
2024,Qatar Grand Prix,PER,3,HARD,1,37,37
2024,Qatar Grand Prix,PER,4,HARD,2,38,39
2024,Qatar Grand Prix,PIA,1,MEDIUM,34,1,34
2024,Qatar Grand Prix,PIA,2,HARD,2,35,36
2024,Qatar Grand Prix,PIA,3,HARD,1,37,37
2024,Qatar Grand Prix,PIA,4,HARD,20,38,57
2024,Qatar Grand Prix,RUS,1,MEDIUM,23,1,23
2024,Qatar Grand Prix,RUS,2,HARD,12,24,35
2024,Qatar Grand Prix,RUS,3,HARD,1,36,36
2024,Qatar Grand Prix,RUS,4,HARD,1,37,37
2024,Qatar Grand Prix,RUS,5,HARD,20,38,57
2024,Qatar Grand Prix,SAI,1,MEDIUM,34,1,34
2024,Qatar Grand Prix,SAI,2,HARD,2,35,36
2024,Qatar Grand Prix,SAI,3,HARD,1,37,37
2024,Qatar Grand Prix,SAI,4,HARD,20,38,57
2024,Qatar Grand Prix,STR,1,MEDIUM,1,1,1
2024,Qatar Grand Prix,STR,2,HARD,6,2,7
2024,Qatar Grand Prix,STR,3,HARD,1,8,8
2024,Qatar Grand Prix,TSU,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,TSU,2,HARD,1,36,36
2024,Qatar Grand Prix,TSU,3,HARD,1,37,37
2024,Qatar Grand Prix,TSU,4,HARD,3,38,40
2024,Qatar Grand Prix,TSU,5,SOFT,17,41,57
2024,Qatar Grand Prix,VER,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,VER,2,HARD,1,36,36
2024,Qatar Grand Prix,VER,3,HARD,1,37,37
2024,Qatar Grand Prix,VER,4,HARD,20,38,57
2024,Qatar Grand Prix,ZHO,1,MEDIUM,35,1,35
2024,Qatar Grand Prix,ZHO,2,HARD,1,36,36
2024,Qatar Grand Prix,ZHO,3,HARD,1,37,37
2024,Qatar Grand Prix,ZHO,4,HARD,20,38,57
2024,Saudi Arabian Grand Prix,ALB,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,ALB,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,ALO,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,ALO,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,BEA,1,SOFT,7,1,7
2024,Saudi Arabian Grand Prix,BEA,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,BOT,1,SOFT,7,1,7
2024,Saudi Arabian Grand Prix,BOT,2,HARD,28,8,35
2024,Saudi Arabian Grand Prix,BOT,3,SOFT,14,36,49
2024,Saudi Arabian Grand Prix,GAS,1,MEDIUM,1,1,1
2024,Saudi Arabian Grand Prix,HAM,1,MEDIUM,36,1,36
2024,Saudi Arabian Grand Prix,HAM,2,SOFT,14,37,50
2024,Saudi Arabian Grand Prix,HUL,1,MEDIUM,33,1,33
2024,Saudi Arabian Grand Prix,HUL,2,HARD,17,34,50
2024,Saudi Arabian Grand Prix,LEC,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,LEC,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,MAG,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,MAG,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,NOR,1,MEDIUM,37,1,37
2024,Saudi Arabian Grand Prix,NOR,2,SOFT,13,38,50
2024,Saudi Arabian Grand Prix,OCO,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,OCO,2,HARD,42,8,49
2024,Saudi Arabian Grand Prix,PER,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,PER,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,PIA,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,PIA,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,RIC,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,RIC,2,HARD,42,8,49
2024,Saudi Arabian Grand Prix,RUS,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,RUS,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,SAR,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,SAR,2,HARD,42,8,49
2024,Saudi Arabian Grand Prix,STR,1,MEDIUM,6,1,6
2024,Saudi Arabian Grand Prix,TSU,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,TSU,2,HARD,42,8,49
2024,Saudi Arabian Grand Prix,VER,1,MEDIUM,7,1,7
2024,Saudi Arabian Grand Prix,VER,2,HARD,43,8,50
2024,Saudi Arabian Grand Prix,ZHO,1,MEDIUM,41,1,41
2024,Saudi Arabian Grand Prix,ZHO,2,SOFT,8,42,49
2024,São Paulo Grand Prix,ALO,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,ALO,2,INTERMEDIATE,5,28,32
2024,São Paulo Grand Prix,ALO,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,BEA,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,BEA,2,INTERMEDIATE,5,28,32
2024,São Paulo Grand Prix,BEA,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,BOT,1,INTERMEDIATE,32,1,32
2024,São Paulo Grand Prix,BOT,2,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,COL,1,INTERMEDIATE,26,1,26
2024,São Paulo Grand Prix,COL,2,INTERMEDIATE,4,27,30
2024,São Paulo Grand Prix,GAS,1,INTERMEDIATE,32,1,32
2024,São Paulo Grand Prix,GAS,2,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,HAM,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,HAM,2,INTERMEDIATE,5,28,32
2024,São Paulo Grand Prix,HAM,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,HUL,1,INTERMEDIATE,25,1,25
2024,São Paulo Grand Prix,HUL,2,INTERMEDIATE,2,26,27
2024,São Paulo Grand Prix,HUL,3,WET,2,28,29
2024,São Paulo Grand Prix,HUL,4,INTERMEDIATE,1,30,30
2024,São Paulo Grand Prix,LAW,1,INTERMEDIATE,28,1,28
2024,São Paulo Grand Prix,LAW,2,WET,4,29,32
2024,São Paulo Grand Prix,LAW,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,LEC,1,INTERMEDIATE,24,1,24
2024,São Paulo Grand Prix,LEC,2,INTERMEDIATE,8,25,32
2024,São Paulo Grand Prix,LEC,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,NOR,1,INTERMEDIATE,28,1,28
2024,São Paulo Grand Prix,NOR,2,INTERMEDIATE,4,29,32
2024,São Paulo Grand Prix,NOR,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,OCO,1,INTERMEDIATE,32,1,32
2024,São Paulo Grand Prix,OCO,2,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,PER,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,PER,2,WET,5,28,32
2024,São Paulo Grand Prix,PER,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,PIA,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,PIA,2,INTERMEDIATE,5,28,32
2024,São Paulo Grand Prix,PIA,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,RUS,1,INTERMEDIATE,28,1,28
2024,São Paulo Grand Prix,RUS,2,INTERMEDIATE,4,29,32
2024,São Paulo Grand Prix,RUS,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,SAI,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,SAI,2,INTERMEDIATE,5,28,32
2024,São Paulo Grand Prix,SAI,3,INTERMEDIATE,7,33,39
2024,São Paulo Grand Prix,TSU,1,INTERMEDIATE,28,1,28
2024,São Paulo Grand Prix,TSU,2,WET,4,29,32
2024,São Paulo Grand Prix,TSU,3,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,VER,1,INTERMEDIATE,32,1,32
2024,São Paulo Grand Prix,VER,2,INTERMEDIATE,37,33,69
2024,São Paulo Grand Prix,ZHO,1,INTERMEDIATE,27,1,27
2024,São Paulo Grand Prix,ZHO,2,INTERMEDIATE,1,28,28
2024,São Paulo Grand Prix,ZHO,3,WET,3,29,31
2024,São Paulo Grand Prix,ZHO,4,INTERMEDIATE,1,32,32
2024,São Paulo Grand Prix,ZHO,5,INTERMEDIATE,37,33,69
2024,Singapore Grand Prix,ALB,1,MEDIUM,11,1,11
2024,Singapore Grand Prix,ALB,2,HARD,4,12,15
2024,Singapore Grand Prix,ALO,1,MEDIUM,25,1,25
2024,Singapore Grand Prix,ALO,2,HARD,36,26,61
2024,Singapore Grand Prix,BOT,1,HARD,33,1,33
2024,Singapore Grand Prix,BOT,2,MEDIUM,28,34,61
2024,Singapore Grand Prix,COL,1,MEDIUM,29,1,29
2024,Singapore Grand Prix,COL,2,HARD,32,30,61
2024,Singapore Grand Prix,GAS,1,MEDIUM,37,1,37
2024,Singapore Grand Prix,GAS,2,SOFT,24,38,61
2024,Singapore Grand Prix,HAM,1,SOFT,17,1,17
2024,Singapore Grand Prix,HAM,2,HARD,45,18,62
2024,Singapore Grand Prix,HUL,1,MEDIUM,29,1,29
2024,Singapore Grand Prix,HUL,2,HARD,32,30,61
2024,Singapore Grand Prix,LEC,1,MEDIUM,36,1,36
2024,Singapore Grand Prix,LEC,2,HARD,26,37,62
2024,Singapore Grand Prix,MAG,1,HARD,28,1,28
2024,Singapore Grand Prix,MAG,2,MEDIUM,21,29,49
2024,Singapore Grand Prix,MAG,3,SOFT,8,50,57
2024,Singapore Grand Prix,NOR,1,MEDIUM,30,1,30
2024,Singapore Grand Prix,NOR,2,HARD,32,31,62
2024,Singapore Grand Prix,OCO,1,MEDIUM,29,1,29
2024,Singapore Grand Prix,OCO,2,HARD,32,30,61
2024,Singapore Grand Prix,PER,1,MEDIUM,28,1,28
2024,Singapore Grand Prix,PER,2,HARD,33,29,61
2024,Singapore Grand Prix,PIA,1,MEDIUM,38,1,38
2024,Singapore Grand Prix,PIA,2,HARD,24,39,62
2024,Singapore Grand Prix,RIC,1,SOFT,10,1,10
2024,Singapore Grand Prix,RIC,2,MEDIUM,36,11,46
2024,Singapore Grand Prix,RIC,3,SOFT,12,47,58
2024,Singapore Grand Prix,RIC,4,SOFT,3,59,61
2024,Singapore Grand Prix,RUS,1,MEDIUM,27,1,27
2024,Singapore Grand Prix,RUS,2,HARD,35,28,62
2024,Singapore Grand Prix,SAI,1,MEDIUM,13,1,13
2024,Singapore Grand Prix,SAI,2,HARD,49,14,62
2024,Singapore Grand Prix,STR,1,HARD,26,1,26
2024,Singapore Grand Prix,STR,2,MEDIUM,35,27,61
2024,Singapore Grand Prix,TSU,1,MEDIUM,33,1,33
2024,Singapore Grand Prix,TSU,2,SOFT,28,34,61
2024,Singapore Grand Prix,VER,1,MEDIUM,29,1,29
2024,Singapore Grand Prix,VER,2,HARD,33,30,62
2024,Singapore Grand Prix,ZHO,1,HARD,34,1,34
2024,Singapore Grand Prix,ZHO,2,MEDIUM,27,35,61
2024,Spanish Grand Prix,ALB,1,MEDIUM,18,1,18
2024,Spanish Grand Prix,ALB,2,SOFT,25,19,43
2024,Spanish Grand Prix,ALB,3,SOFT,22,44,65
2024,Spanish Grand Prix,ALO,1,SOFT,19,1,19
2024,Spanish Grand Prix,ALO,2,MEDIUM,26,20,45
2024,Spanish Grand Prix,ALO,3,HARD,20,46,65
2024,Spanish Grand Prix,BOT,1,SOFT,11,1,11
2024,Spanish Grand Prix,BOT,2,SOFT,17,12,28
2024,Spanish Grand Prix,BOT,3,HARD,37,29,65
2024,Spanish Grand Prix,GAS,1,SOFT,14,1,14
2024,Spanish Grand Prix,GAS,2,MEDIUM,24,15,38
2024,Spanish Grand Prix,GAS,3,HARD,28,39,66
2024,Spanish Grand Prix,HAM,1,SOFT,16,1,16
2024,Spanish Grand Prix,HAM,2,MEDIUM,27,17,43
2024,Spanish Grand Prix,HAM,3,SOFT,23,44,66
2024,Spanish Grand Prix,HUL,1,SOFT,12,1,12
2024,Spanish Grand Prix,HUL,2,MEDIUM,26,13,38
2024,Spanish Grand Prix,HUL,3,HARD,28,39,66
2024,Spanish Grand Prix,LEC,1,SOFT,24,1,24
2024,Spanish Grand Prix,LEC,2,MEDIUM,23,25,47
2024,Spanish Grand Prix,LEC,3,SOFT,19,48,66
2024,Spanish Grand Prix,MAG,1,SOFT,10,1,10
2024,Spanish Grand Prix,MAG,2,MEDIUM,19,11,29
2024,Spanish Grand Prix,MAG,3,HARD,36,30,65
2024,Spanish Grand Prix,NOR,1,SOFT,23,1,23
2024,Spanish Grand Prix,NOR,2,MEDIUM,24,24,47
2024,Spanish Grand Prix,NOR,3,SOFT,19,48,66
2024,Spanish Grand Prix,OCO,1,SOFT,13,1,13
2024,Spanish Grand Prix,OCO,2,MEDIUM,24,14,37
2024,Spanish Grand Prix,OCO,3,HARD,29,38,66
2024,Spanish Grand Prix,PER,1,SOFT,13,1,13
2024,Spanish Grand Prix,PER,2,SOFT,18,14,31
2024,Spanish Grand Prix,PER,3,MEDIUM,18,32,49
2024,Spanish Grand Prix,PER,4,SOFT,17,50,66
2024,Spanish Grand Prix,PIA,1,SOFT,21,1,21
2024,Spanish Grand Prix,PIA,2,MEDIUM,25,22,46
2024,Spanish Grand Prix,PIA,3,SOFT,20,47,66
2024,Spanish Grand Prix,RIC,1,SOFT,16,1,16
2024,Spanish Grand Prix,RIC,2,MEDIUM,26,17,42
2024,Spanish Grand Prix,RIC,3,HARD,23,43,65
2024,Spanish Grand Prix,RUS,1,SOFT,15,1,15
2024,Spanish Grand Prix,RUS,2,MEDIUM,21,16,36
2024,Spanish Grand Prix,RUS,3,HARD,30,37,66
2024,Spanish Grand Prix,SAI,1,SOFT,15,1,15
2024,Spanish Grand Prix,SAI,2,MEDIUM,21,16,36
2024,Spanish Grand Prix,SAI,3,HARD,30,37,66
2024,Spanish Grand Prix,SAR,1,SOFT,14,1,14
2024,Spanish Grand Prix,SAR,2,MEDIUM,20,15,34
2024,Spanish Grand Prix,SAR,3,HARD,30,35,64
2024,Spanish Grand Prix,STR,1,SOFT,17,1,17
2024,Spanish Grand Prix,STR,2,MEDIUM,20,18,37
2024,Spanish Grand Prix,STR,3,HARD,28,38,65
2024,Spanish Grand Prix,TSU,1,SOFT,9,1,9
2024,Spanish Grand Prix,TSU,2,MEDIUM,18,10,27
2024,Spanish Grand Prix,TSU,3,HARD,17,28,44
2024,Spanish Grand Prix,TSU,4,SOFT,21,45,65
2024,Spanish Grand Prix,VER,1,SOFT,17,1,17
2024,Spanish Grand Prix,VER,2,MEDIUM,27,18,44
2024,Spanish Grand Prix,VER,3,SOFT,22,45,66
2024,Spanish Grand Prix,ZHO,1,SOFT,9,1,9
2024,Spanish Grand Prix,ZHO,2,MEDIUM,32,10,41
2024,Spanish Grand Prix,ZHO,3,HARD,24,42,65
2024,United States Grand Prix,ALB,1,MEDIUM,3,1,3
2024,United States Grand Prix,ALB,2,MEDIUM,30,4,33
2024,United States Grand Prix,ALB,3,HARD,22,34,55
2024,United States Grand Prix,ALO,1,MEDIUM,26,1,26
2024,United States Grand Prix,ALO,2,HARD,29,27,55
2024,United States Grand Prix,BOT,1,MEDIUM,15,1,15
2024,United States Grand Prix,BOT,2,HARD,40,16,55
2024,United States Grand Prix,COL,1,HARD,39,1,39
2024,United States Grand Prix,COL,2,MEDIUM,17,40,56
2024,United States Grand Prix,GAS,1,MEDIUM,18,1,18
2024,United States Grand Prix,GAS,2,HARD,38,19,56
2024,United States Grand Prix,HAM,1,HARD,2,1,2
2024,United States Grand Prix,HUL,1,MEDIUM,27,1,27
2024,United States Grand Prix,HUL,2,HARD,29,28,56
2024,United States Grand Prix,LAW,1,HARD,36,1,36
2024,United States Grand Prix,LAW,2,MEDIUM,20,37,56
2024,United States Grand Prix,LEC,1,MEDIUM,26,1,26
2024,United States Grand Prix,LEC,2,HARD,30,27,56
2024,United States Grand Prix,MAG,1,MEDIUM,17,1,17
2024,United States Grand Prix,MAG,2,HARD,21,18,38
2024,United States Grand Prix,MAG,3,MEDIUM,18,39,56
2024,United States Grand Prix,NOR,1,MEDIUM,31,1,31
2024,United States Grand Prix,NOR,2,HARD,25,32,56
2024,United States Grand Prix,OCO,1,MEDIUM,31,1,31
2024,United States Grand Prix,OCO,2,HARD,20,32,51
2024,United States Grand Prix,OCO,3,SOFT,4,52,55
2024,United States Grand Prix,PER,1,MEDIUM,26,1,26
2024,United States Grand Prix,PER,2,HARD,30,27,56
2024,United States Grand Prix,PIA,1,MEDIUM,32,1,32
2024,United States Grand Prix,PIA,2,HARD,24,33,56
2024,United States Grand Prix,RUS,1,HARD,40,1,40
2024,United States Grand Prix,RUS,2,MEDIUM,16,41,56
2024,United States Grand Prix,SAI,1,MEDIUM,21,1,21
2024,United States Grand Prix,SAI,2,HARD,35,22,56
2024,United States Grand Prix,STR,1,HARD,27,1,27
2024,United States Grand Prix,STR,2,MEDIUM,28,28,55
2024,United States Grand Prix,TSU,1,MEDIUM,18,1,18
2024,United States Grand Prix,TSU,2,HARD,37,19,55
2024,United States Grand Prix,VER,1,MEDIUM,25,1,25
2024,United States Grand Prix,VER,2,HARD,31,26,56
2024,United States Grand Prix,ZHO,1,MEDIUM,13,1,13
2024,United States Grand Prix,ZHO,2,MEDIUM,22,14,35
2024,United States Grand Prix,ZHO,3,HARD,20,36,55
2025,Abu Dhabi Grand Prix,ALB,1,SOFT,8,1,8
2025,Abu Dhabi Grand Prix,ALB,2,HARD,25,9,33
2025,Abu Dhabi Grand Prix,ALB,3,MEDIUM,25,34,58
2025,Abu Dhabi Grand Prix,ALO,1,MEDIUM,16,1,16
2025,Abu Dhabi Grand Prix,ALO,2,HARD,42,17,58
2025,Abu Dhabi Grand Prix,ANT,1,HARD,32,1,32
2025,Abu Dhabi Grand Prix,ANT,2,MEDIUM,26,33,58
2025,Abu Dhabi Grand Prix,BEA,1,MEDIUM,14,1,14
2025,Abu Dhabi Grand Prix,BEA,2,HARD,44,15,58
2025,Abu Dhabi Grand Prix,BOR,1,MEDIUM,15,1,15
2025,Abu Dhabi Grand Prix,BOR,2,HARD,43,16,58
2025,Abu Dhabi Grand Prix,COL,1,MEDIUM,15,1,15
2025,Abu Dhabi Grand Prix,COL,2,HARD,25,16,40
2025,Abu Dhabi Grand Prix,COL,3,MEDIUM,17,41,57
2025,Abu Dhabi Grand Prix,GAS,1,MEDIUM,13,1,13
2025,Abu Dhabi Grand Prix,GAS,2,HARD,27,14,40
2025,Abu Dhabi Grand Prix,GAS,3,MEDIUM,17,41,57
2025,Abu Dhabi Grand Prix,HAD,1,MEDIUM,14,1,14
2025,Abu Dhabi Grand Prix,HAD,2,HARD,43,15,57
2025,Abu Dhabi Grand Prix,HAM,1,SOFT,8,1,8
2025,Abu Dhabi Grand Prix,HAM,2,HARD,23,9,31
2025,Abu Dhabi Grand Prix,HAM,3,MEDIUM,27,32,58
2025,Abu Dhabi Grand Prix,HUL,1,SOFT,7,1,7
2025,Abu Dhabi Grand Prix,HUL,2,HARD,35,8,42
2025,Abu Dhabi Grand Prix,HUL,3,MEDIUM,16,43,58
2025,Abu Dhabi Grand Prix,LAW,1,MEDIUM,21,1,21
2025,Abu Dhabi Grand Prix,LAW,2,HARD,36,22,57
2025,Abu Dhabi Grand Prix,LEC,1,MEDIUM,16,1,16
2025,Abu Dhabi Grand Prix,LEC,2,HARD,23,17,39
2025,Abu Dhabi Grand Prix,LEC,3,MEDIUM,19,40,58
2025,Abu Dhabi Grand Prix,NOR,1,MEDIUM,16,1,16
2025,Abu Dhabi Grand Prix,NOR,2,HARD,24,17,40
2025,Abu Dhabi Grand Prix,NOR,3,HARD,18,41,58
2025,Abu Dhabi Grand Prix,OCO,1,MEDIUM,19,1,19
2025,Abu Dhabi Grand Prix,OCO,2,HARD,39,20,58
2025,Abu Dhabi Grand Prix,PIA,1,HARD,41,1,41
2025,Abu Dhabi Grand Prix,PIA,2,MEDIUM,17,42,58
2025,Abu Dhabi Grand Prix,RUS,1,MEDIUM,14,1,14
2025,Abu Dhabi Grand Prix,RUS,2,HARD,44,15,58
2025,Abu Dhabi Grand Prix,SAI,1,MEDIUM,18,1,18
2025,Abu Dhabi Grand Prix,SAI,2,HARD,40,19,58
2025,Abu Dhabi Grand Prix,STR,1,HARD,42,1,42
2025,Abu Dhabi Grand Prix,STR,2,MEDIUM,16,43,58
2025,Abu Dhabi Grand Prix,TSU,1,HARD,32,1,32
2025,Abu Dhabi Grand Prix,TSU,2,MEDIUM,26,33,58
2025,Abu Dhabi Grand Prix,VER,1,MEDIUM,23,1,23
2025,Abu Dhabi Grand Prix,VER,2,HARD,35,24,58
2025,Australian Grand Prix,ALB,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,ALB,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,ALB,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,ALB,4,INTERMEDIATE,29,5,33
2025,Australian Grand Prix,ALB,5,MEDIUM,11,34,44
2025,Australian Grand Prix,ALB,6,INTERMEDIATE,13,45,57
2025,Australian Grand Prix,ALO,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,ALO,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,ALO,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,ALO,4,INTERMEDIATE,29,5,33
2025,Australian Grand Prix,ANT,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,ANT,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,ANT,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,ANT,4,INTERMEDIATE,29,5,33
2025,Australian Grand Prix,ANT,5,HARD,11,34,44
2025,Australian Grand Prix,ANT,6,INTERMEDIATE,13,45,57
2025,Australian Grand Prix,BEA,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,BEA,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,BEA,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,BEA,4,INTERMEDIATE,35,5,39
2025,Australian Grand Prix,BEA,5,MEDIUM,5,40,44
2025,Australian Grand Prix,BEA,6,INTERMEDIATE,13,45,57
2025,Australian Grand Prix,BOR,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,BOR,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,BOR,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,BOR,4,INTERMEDIATE,29,5,33
2025,Australian Grand Prix,BOR,5,MEDIUM,11,34,44
2025,Australian Grand Prix,BOR,6,INTERMEDIATE,2,45,46
2025,Australian Grand Prix,DOO,1,INTERMEDIATE,1,1,1
2025,Australian Grand Prix,GAS,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,GAS,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,GAS,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,GAS,4,INTERMEDIATE,29,5,33
2025,Australian Grand Prix,GAS,5,HARD,13,34,46
2025,Australian Grand Prix,GAS,6,INTERMEDIATE,11,47,57
2025,Australian Grand Prix,HAD,1,INTERMEDIATE,1,1,1
2025,Australian Grand Prix,HAM,1,INTERMEDIATE,2,1,2
2025,Australian Grand Prix,HAM,2,INTERMEDIATE,1,3,3
2025,Australian Grand Prix,HAM,3,INTERMEDIATE,1,4,4
2025,Australian Grand Prix,HAM,4,INTERMEDIATE,29,5,33
2025,Australian Grand Prix,HAM,5,HARD,14,34,47
